,datetime,Time,Vehicle,Gap,Headway,Schedule,Destination,day,day of the week,stop,stopID,Riders after stop,sch_adherence,bunched_or_gapped,mins delayed,bunched,gapped,morning_peak,midday,afternoon_peak,early_eve,late_eve,overnight,morning_peak_bunches,midday_bunches,afternoon_peak_bunches,early_eve_bunches,late_eve_bunches,morning_peak_gaps,midday_gaps,afternoon_peak_gaps,early_eve_gaps,late_eve_gaps,bound,bound_ordinal,_row_id,cond_sum,prev3hr_delays,prev_bunches
760720,2025-12-03 16:12:51,0 days 16:12:51,4610.0,0 days 00:15:07,10:00,6:02 behind 4:06:49PM,West to High Park,2025-12-03,2,Coxwell Ave at Lower Gerrard St East,2615,,6.033333333333333,0,6.033333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,760720,1.0,168.91666666666666,0.0
760721,2025-12-03 16:13:08,0 days 16:13:08,4650.0,0 days 00:11:17,10:00,0:12 behind 4:12:56PM,West to High Park,2025-12-03,2,St Matthews Rd,1447,,0.2,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,760721,0.0,0.0,0.0
760722,2025-12-03 16:13:10,0 days 16:13:10,4436.0,0 days 00:07:27,10:00,4:49 ahead of 4:17:59PM,West to High Park,2025-12-03,2,Main St at Gerrard St East,4563,,-4.816666666666666,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,760722,0.0,4.6,0.0
760723,2025-12-03 16:13:18,0 days 16:13:18,4516.0,0 days 00:05:29,11:05,10:07 ahead of 4:23:25PM,West to High Park,2025-12-03,2,Dundas St West at Howard Park Ave,8595,,-10.116666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,760723,0.0,0.0,0.0
760724,2025-12-03 16:13:49,0 days 16:13:49,4610.0,0 days 00:15:10,10:00,5:44 behind 4:08:05PM,West to High Park,2025-12-03,2,Ashdale Ave,5884,,5.733333333333333,0,5.733333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,760724,1.0,301.2333333333333,0.0
760725,2025-12-03 16:14:51,0 days 16:14:51,4650.0,0 days 00:11:38,10:00,0:11 behind 4:14:40PM,West to High Park,2025-12-03,2,River St,10648,,0.1833333333333333,0,0.1833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,760725,1.0,241.0,0.0
760726,2025-12-03 16:15:07,0 days 16:15:07,4610.0,0 days 00:15:18,10:00,6:10 behind 4:08:57PM,West to High Park,2025-12-03,2,Woodfield Rd,11337,,6.166666666666667,0,6.166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,760726,2.0,461.06666666666666,0.0
760727,2025-12-03 16:15:18,0 days 16:15:18,4520.0,0 days 00:02:27,10:00,1:31 ahead of 4:16:49PM,West to High Park,2025-12-03,2,Coxwell Ave at Lower Gerrard St East,2615,,-1.5166666666666666,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,760727,1.0,168.91666666666666,0.0
760728,2025-12-03 16:15:19,0 days 16:15:19,4516.0,0 days 00:06:38,10:48,9:32 ahead of 4:24:51PM,West to High Park,2025-12-03,2,Howard Park Ave at Roncesvalles Ave,1569,,-9.533333333333331,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,56.0,760728,3.0,20.633333333333333,0.0
760729,2025-12-03 16:16:40,0 days 16:16:40,4520.0,0 days 00:02:21,10:00,1:25 ahead of 4:18:05PM,West to High Park,2025-12-03,2,Ashdale Ave,5884,,-1.4166666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,760729,1.0,301.2333333333333,0.0
760730,2025-12-03 16:16:47,0 days 16:16:47,4516.0,0 days 00:06:03,10:48,9:02 ahead of 4:25:49PM,West to High Park,2025-12-03,2,Howard Park Ave at Indian Rd,971,,-9.033333333333331,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,57.0,760730,5.0,41.63333333333333,0.0
760731,2025-12-03 16:17:10,0 days 16:17:10,4520.0,0 days 00:02:03,10:00,1:47 ahead of 4:18:57PM,West to High Park,2025-12-03,2,Woodfield Rd,11337,,-1.7833333333333334,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,760731,2.0,461.06666666666666,0.0
760732,2025-12-03 16:17:45,0 days 16:17:45,4610.0,0 days 00:15:55,10:00,5:50 behind 4:11:55PM,West to High Park,2025-12-03,2,Prust Ave,5053,,5.833333333333333,0,5.833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,760732,3.0,537.0666666666667,0.0
760733,2025-12-03 16:17:46,0 days 16:17:46,4650.0,0 days 00:10:58,10:00,0:01 behind 4:17:45PM,West to High Park,2025-12-03,2,Parliament St,10427,,0.0166666666666666,0,0.0166666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,760733,2.0,472.7,0.0
760734,2025-12-03 16:17:47,0 days 16:17:47,4516.0,0 days 00:12:34,10:48,8:45 ahead of 4:26:32PM,West to High Park,2025-12-03,2,Howard Park Ave at Parkside Dr,8107,,-8.75,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,760734,6.0,67.43333333333334,0.0
760735,2025-12-03 16:19:02,0 days 16:19:02,4476.0,0 days 00:01:40,10:09,13:29 ahead of 4:32:31PM,West to High Park,2025-12-03,2,Havelock St,6811,,-13.483333333333333,-1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,W,49.0,760735,0.0,0.0,0.0
760736,2025-12-03 16:19:19,0 days 16:19:19,4650.0,0 days 00:11:15,10:00,0:24 ahead of 4:19:43PM,West to High Park,2025-12-03,2,Parliament St at Carlton St,4615,,-0.4,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,760736,4.0,739.1166666666666,0.0
760737,2025-12-03 16:19:19,0 days 16:19:19,4436.0,0 days 00:08:14,10:00,4:16 ahead of 4:23:35PM,West to High Park,2025-12-03,2,Bowmore Rd,10003,,-4.266666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,760737,0.0,0.0,0.0
760738,2025-12-03 16:19:50,0 days 16:19:50,4520.0,0 days 00:02:05,10:00,2:05 ahead of 4:21:55PM,West to High Park,2025-12-03,2,Prust Ave,5053,,-2.083333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,760738,3.0,537.0666666666667,0.0
760739,2025-12-03 16:20:45,0 days 16:20:45,4436.0,0 days 00:08:10,10:00,4:51 ahead of 4:25:36PM,West to High Park,2025-12-03,2,Gerrard St East  at Coxwell Ave,8206,,-4.85,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,760739,0.0,85.98333333333333,0.0
760740,2025-12-03 16:23:53,0 days 16:23:53,4430.0,0 days 00:09:02,10:00,4:00 ahead of 4:27:53PM,West to High Park,2025-12-03,2,Main St at Gerrard St East,4563,,-4.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,760740,0.0,4.6,0.0
760741,2025-12-03 16:24:18,0 days 16:24:18,4436.0,0 days 00:08:35,10:00,2:26 ahead of 4:26:44PM,West to High Park,2025-12-03,2,Coxwell Ave at Lower Gerrard St East,2615,,-2.433333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,760741,1.0,168.91666666666666,0.0
760742,2025-12-03 16:26:13,0 days 16:26:13,4436.0,0 days 00:09:33,10:00,1:52 ahead of 4:28:05PM,West to High Park,2025-12-03,2,Ashdale Ave,5884,,-1.8666666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,760742,1.0,301.2333333333333,0.0
760743,2025-12-03 16:26:19,0 days 16:26:19,4476.0,0 days 00:12:31,10:16,17:11 ahead of 4:43:30PM,West to High Park,2025-12-03,2,Dundas St West at Howard Park Ave,8595,,-17.183333333333334,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,760743,0.0,0.0,0.0
760744,2025-12-03 16:27:14,0 days 16:27:14,4476.0,0 days 00:11:29,10:12,17:37 ahead of 4:44:51PM,West to High Park,2025-12-03,2,Howard Park Ave at Roncesvalles Ave,1569,,-17.616666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,56.0,760744,3.0,20.633333333333333,0.0
760745,2025-12-03 16:27:19,0 days 16:27:19,4436.0,0 days 00:10:09,10:00,1:38 ahead of 4:28:57PM,West to High Park,2025-12-03,2,Woodfield Rd,11337,,-1.6333333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,760745,2.0,461.0666666666667,0.0
760746,2025-12-03 16:28:34,0 days 16:28:34,4634.0,0 days 00:09:33,10:00,13:57 ahead of 4:42:31PM,West to High Park,2025-12-03,2,Havelock St,6811,,-13.95,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,760746,0.0,0.0,0.0
760747,2025-12-03 16:29:31,0 days 16:29:31,4476.0,0 days 00:12:44,10:12,16:18 ahead of 4:45:49PM,West to High Park,2025-12-03,2,Howard Park Ave at Indian Rd,971,,-16.3,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,57.0,760747,5.0,41.63333333333333,0.0
760748,2025-12-03 16:29:48,0 days 16:29:48,4430.0,0 days 00:10:29,10:00,3:47 ahead of 4:33:35PM,West to High Park,2025-12-03,2,Bowmore Rd,10003,,-3.783333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,760748,0.0,0.0,0.0
760749,2025-12-03 16:29:53,0 days 16:29:53,4610.0,0 days 00:16:18,10:00,6:57 behind 4:22:56PM,West to High Park,2025-12-03,2,St Matthews Rd,1447,,6.95,0,6.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,760749,0.0,0.0,0.0
760750,2025-12-03 16:30:23,0 days 16:30:23,4436.0,0 days 00:10:33,10:00,1:37 ahead of 4:32:00PM,West to High Park,2025-12-03,2,Prust Ave,5053,,-1.6166666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,760750,3.0,537.0666666666667,0.0
760751,2025-12-03 16:30:27,0 days 16:30:27,4476.0,0 days 00:07:13,10:12,16:05 ahead of 4:46:32PM,West to High Park,2025-12-03,2,Howard Park Ave at Parkside Dr,8107,,-16.083333333333332,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,760751,6.0,67.43333333333334,0.0
760752,2025-12-03 16:30:56,0 days 16:30:56,4430.0,0 days 00:09:08,10:00,4:40 ahead of 4:35:36PM,West to High Park,2025-12-03,2,Gerrard St East  at Coxwell Ave,8206,,-4.666666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,760752,0.0,85.98333333333333,0.0
760753,2025-12-03 16:31:55,0 days 16:31:55,4610.0,0 days 00:16:44,10:00,7:15 behind 4:24:40PM,West to High Park,2025-12-03,2,River St,10648,,7.25,0,7.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,760753,1.0,247.95,0.0
760754,2025-12-03 16:32:44,0 days 16:32:44,4520.0,0 days 00:02:51,10:00,0:12 ahead of 4:32:56PM,West to High Park,2025-12-03,2,St Matthews Rd,1447,,-0.2,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,760754,0.0,0.0,0.0
760755,2025-12-03 16:32:51,0 days 16:32:51,4430.0,0 days 00:07:23,10:00,3:58 ahead of 4:36:49PM,West to High Park,2025-12-03,2,Coxwell Ave at Lower Gerrard St East,2615,,-3.966666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,760755,1.0,168.91666666666666,0.0
760756,2025-12-03 16:33:32,0 days 16:33:32,4520.0,0 days 00:01:37,10:00,1:08 ahead of 4:34:40PM,West to High Park,2025-12-03,2,River St,10648,,-1.1333333333333333,-1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,W,25.0,760756,1.0,247.95,0.0
760757,2025-12-03 16:34:01,0 days 16:34:01,4430.0,0 days 00:07:13,10:00,4:06 ahead of 4:38:07PM,West to High Park,2025-12-03,2,Ashdale Ave,5884,,-4.1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,760757,1.0,301.2333333333333,0.0
760758,2025-12-03 16:34:25,0 days 16:34:25,4430.0,0 days 00:06:39,10:00,4:32 ahead of 4:38:57PM,West to High Park,2025-12-03,2,Woodfield Rd,11337,,-4.533333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,760758,2.0,461.0666666666667,0.0
760759,2025-12-03 16:34:32,0 days 16:34:32,4610.0,0 days 00:16:17,10:00,6:43 behind 4:27:49PM,West to High Park,2025-12-03,2,Parliament St,10427,,6.716666666666667,0,6.716666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,760759,3.0,486.9,0.0
760760,2025-12-03 16:36:24,0 days 16:36:24,4441.0,0 days 00:12:10,10:00,1:35 ahead of 4:37:59PM,West to High Park,2025-12-03,2,Main St at Gerrard St East,4563,,-1.5833333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,760760,0.0,4.5,0.0
760761,2025-12-03 16:36:55,0 days 16:36:55,4610.0,0 days 00:17:11,10:00,7:10 behind 4:29:45PM,West to High Park,2025-12-03,2,Parliament St at Carlton St,4615,,7.166666666666667,0,7.166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,760761,5.0,760.0333333333333,0.0
760762,2025-12-03 16:37:15,0 days 16:37:15,4430.0,0 days 00:06:52,10:00,4:40 ahead of 4:41:55PM,West to High Park,2025-12-03,2,Prust Ave,5053,,-4.666666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,760762,3.0,537.0666666666666,0.0
760763,2025-12-03 16:37:21,0 days 16:37:21,4404.0,0 days 00:08:46,10:00,14:50 behind 4:22:31PM,West to High Park,2025-12-03,2,Havelock St,6811,,14.833333333333334,0,14.833333333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,760763,0.0,0.0,0.0
760764,2025-12-03 16:37:27,0 days 16:37:27,4520.0,0 days 00:02:29,10:00,0:18 ahead of 4:37:45PM,West to High Park,2025-12-03,2,Parliament St,10427,,-0.3,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,760764,3.0,486.9,0.0
760765,2025-12-03 16:38:01,0 days 16:38:01,4634.0,0 days 00:10:16,10:00,15:24 ahead of 4:53:25PM,West to High Park,2025-12-03,2,Dundas St West at Howard Park Ave,8595,,-15.4,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,760765,0.0,0.0,0.0
760766,2025-12-03 16:39:21,0 days 16:39:21,4520.0,0 days 00:01:58,10:00,0:16 ahead of 4:39:37PM,West to High Park,2025-12-03,2,Parliament St at Carlton St,4615,,-0.2666666666666666,-1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,W,29.0,760766,5.0,760.0333333333333,0.0
760767,2025-12-03 16:39:26,0 days 16:39:26,4634.0,0 days 00:07:04,10:00,15:21 ahead of 4:54:47PM,West to High Park,2025-12-03,2,Howard Park Ave at Roncesvalles Ave,1569,,-15.35,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,56.0,760767,3.0,20.633333333333333,0.0
760768,2025-12-03 16:41:26,0 days 16:41:26,4634.0,0 days 00:07:25,10:00,14:23 ahead of 4:55:49PM,West to High Park,2025-12-03,2,Howard Park Ave at Indian Rd,971,,-14.383333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,57.0,760768,5.0,41.63333333333334,0.0
760769,2025-12-03 16:42:07,0 days 16:42:07,4441.0,0 days 00:12:19,10:00,1:23 ahead of 4:43:30PM,West to High Park,2025-12-03,2,Bowmore Rd,10003,,-1.3833333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,760769,0.0,0.0,0.0
760770,2025-12-03 16:42:48,0 days 16:42:48,4634.0,0 days 00:06:22,10:00,13:44 ahead of 4:56:32PM,West to High Park,2025-12-03,2,Howard Park Ave at Parkside Dr,8107,,-13.733333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,760770,6.0,67.43333333333334,0.0
760771,2025-12-03 16:43:11,0 days 16:43:11,4436.0,0 days 00:10:27,10:00,0:15 behind 4:42:56PM,West to High Park,2025-12-03,2,St Matthews Rd,1447,,0.25,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,760771,0.0,0.0,0.0
760772,2025-12-03 16:44:03,0 days 16:44:03,4441.0,0 days 00:13:07,10:00,1:26 ahead of 4:45:29PM,West to High Park,2025-12-03,2,Gerrard St East  at Coxwell Ave,8206,,-1.4333333333333331,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,760772,0.0,84.43333333333334,0.0
760773,2025-12-03 16:44:38,0 days 16:44:38,4436.0,0 days 00:11:05,10:00,0:02 ahead of 4:44:40PM,West to High Park,2025-12-03,2,River St,10648,,-0.0333333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,760773,1.0,248.2,0.0
760774,2025-12-03 16:44:52,0 days 16:44:52,4404.0,0 days 00:03:58,10:00,11:27 behind 4:33:25PM,West to High Park,2025-12-03,2,Dundas St West at Howard Park Ave,8595,,11.45,0,11.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,760774,0.0,0.0,0.0
760775,2025-12-03 16:44:57,0 days 16:44:57,4434.0,0 days 00:07:53,10:00,2:55 ahead of 4:47:52PM,West to High Park,2025-12-03,2,Main St at Gerrard St East,4563,,-2.9166666666666665,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,760775,0.0,1.2333333333333334,0.0
760776,2025-12-03 16:46:33,0 days 16:46:33,4404.0,0 days 00:03:37,10:00,11:42 behind 4:34:51PM,West to High Park,2025-12-03,2,Howard Park Ave at Roncesvalles Ave,1569,,11.7,0,11.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,56.0,760776,3.0,32.08333333333333,0.0
760777,2025-12-03 16:47:37,0 days 16:47:37,4436.0,0 days 00:09:40,10:00,0:12 ahead of 4:47:49PM,West to High Park,2025-12-03,2,Parliament St,10427,,-0.2,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,760777,3.0,487.15,0.0
760778,2025-12-03 16:47:39,0 days 16:47:39,4441.0,0 days 00:14:48,10:00,0:50 behind 4:46:49PM,West to High Park,2025-12-03,2,Coxwell Ave at Lower Gerrard St East,2615,,0.8333333333333334,0,0.8333333333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,760778,1.0,166.46666666666667,0.0
760779,2025-12-03 16:48:30,0 days 16:48:30,4436.0,0 days 00:09:09,10:00,1:15 ahead of 4:49:45PM,West to High Park,2025-12-03,2,Parliament St at Carlton St,4615,,-1.25,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,760779,5.0,760.2833333333333,0.0
760780,2025-12-03 16:48:34,0 days 16:48:34,4441.0,0 days 00:14:33,10:00,0:29 behind 4:48:05PM,West to High Park,2025-12-03,2,Ashdale Ave,5884,,0.4833333333333333,0,0.4833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,760780,1.0,298.4,0.0
760781,2025-12-03 16:49:16,0 days 16:49:16,4441.0,0 days 00:14:21,10:00,0:19 behind 4:48:57PM,West to High Park,2025-12-03,2,Woodfield Rd,11337,,0.3166666666666666,0,0.3166666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,760781,2.0,457.48333333333335,0.0
760782,2025-12-03 16:49:37,0 days 16:49:37,4404.0,0 days 00:04:43,10:00,13:48 behind 4:35:49PM,West to High Park,2025-12-03,2,Howard Park Ave at Indian Rd,971,,13.8,0,13.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,57.0,760782,5.0,64.78333333333335,0.0
760783,2025-12-03 16:50:36,0 days 16:50:36,4430.0,0 days 00:07:25,10:00,2:20 ahead of 4:52:56PM,West to High Park,2025-12-03,2,St Matthews Rd,1447,,-2.333333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,760783,0.0,0.0,0.0
760784,2025-12-03 16:50:55,0 days 16:50:55,4404.0,0 days 00:05:04,10:00,14:23 behind 4:36:32PM,West to High Park,2025-12-03,2,Howard Park Ave at Parkside Dr,8107,,14.383333333333333,0,14.383333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,760784,6.0,104.38333333333334,0.0
760785,2025-12-03 16:51:09,0 days 16:51:09,4434.0,0 days 00:09:02,10:00,2:23 ahead of 4:53:32PM,West to High Park,2025-12-03,2,Bowmore Rd,10003,,-2.3833333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,760785,0.0,0.0,0.0
760786,2025-12-03 16:51:42,0 days 16:51:42,4430.0,0 days 00:07:04,10:00,2:53 ahead of 4:54:35PM,West to High Park,2025-12-03,2,River St,10648,,-2.8833333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,760786,1.0,248.2,0.0
760787,2025-12-03 16:52:05,0 days 16:52:05,4441.0,0 days 00:14:50,10:00,0:17 behind 4:51:48PM,West to High Park,2025-12-03,2,Prust Ave,5053,,0.2833333333333333,0,0.2833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,760787,3.0,534.2333333333333,0.0
760788,2025-12-03 16:53:03,0 days 16:53:03,4434.0,0 days 00:07:12,10:00,2:33 ahead of 4:55:36PM,West to High Park,2025-12-03,2,Gerrard St East  at Coxwell Ave,8206,,-2.55,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,760788,0.0,84.43333333333334,0.0
760789,2025-12-03 16:53:45,0 days 16:53:45,4417.0,0 days 00:09:13,10:00,1:14 behind 4:52:31PM,West to High Park,2025-12-03,2,Havelock St,6811,,1.2333333333333334,0,1.2333333333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,760789,0.0,0.0,0.0
760790,2025-12-03 16:54:11,0 days 16:54:11,4434.0,0 days 00:06:32,10:00,2:38 ahead of 4:56:49PM,West to High Park,2025-12-03,2,Coxwell Ave at Lower Gerrard St East,2615,,-2.6333333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,760790,1.0,166.46666666666667,0.0
760791,2025-12-03 16:55:13,0 days 16:55:13,4416.0,0 days 00:10:16,10:00,2:46 ahead of 4:57:59PM,West to High Park,2025-12-03,2,Main St at Gerrard St East,4563,,-2.7666666666666666,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,760791,0.0,0.0,0.0
760792,2025-12-03 16:55:16,0 days 16:55:16,4430.0,0 days 00:07:39,10:00,2:37 ahead of 4:57:53PM,West to High Park,2025-12-03,2,Parliament St,10427,,-2.6166666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,760792,3.0,487.15,0.0
760793,2025-12-03 16:56:01,0 days 16:56:01,4430.0,0 days 00:06:24,10:00,3:43 ahead of 4:59:44PM,West to High Park,2025-12-03,2,Parliament St at Carlton St,4615,,-3.716666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,760793,5.0,760.2833333333333,0.0
760794,2025-12-03 16:56:25,0 days 16:56:25,4434.0,0 days 00:07:51,10:00,1:40 ahead of 4:58:05PM,West to High Park,2025-12-03,2,Ashdale Ave,5884,,-1.6666666666666667,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,760794,1.0,298.4,0.0
760795,2025-12-03 16:56:40,0 days 16:56:40,4410.0,0 days 00:02:55,10:00,5:51 ahead of 5:02:31PM,West to High Park,2025-12-03,2,Havelock St,6811,,-5.85,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,760795,0.0,0.0,0.0
760796,2025-12-03 16:56:44,0 days 16:56:44,4634.0,0 days 00:05:49,10:00,0:11 behind 4:56:33PM,West to High Park,2025-12-03,2,Howard Park Ave at Parkside Dr,8107,,0.1833333333333333,0,0.1833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,760796,6.0,104.38333333333333,0.0
760797,2025-12-03 16:56:57,0 days 16:56:57,4434.0,0 days 00:07:41,10:00,2:00 ahead of 4:58:57PM,West to High Park,2025-12-03,2,Woodfield Rd,11337,,-2.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,760797,2.0,457.48333333333335,0.0
760798,2025-12-03 16:59:11,0 days 16:59:11,4434.0,0 days 00:07:06,10:00,2:44 ahead of 5:01:55PM,West to High Park,2025-12-03,2,Prust Ave,5053,,-2.7333333333333334,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,760798,3.0,534.2333333333333,0.0
760799,2025-12-03 17:01:15,0 days 17:01:15,4416.0,0 days 00:09:35,10:00,2:17 ahead of 5:03:32PM,West to High Park,2025-12-03,2,Bowmore Rd,10003,,-2.283333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,760799,0.0,0.0,0.0
760800,2025-12-03 17:02:45,0 days 17:02:45,4454.0,0 days 00:07:03,10:00,5:14 ahead of 5:07:59PM,West to High Park,2025-12-03,2,Main St at Gerrard St East,4563,,-5.233333333333333,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,760800,0.0,0.0,0.0
760801,2025-12-03 17:03:20,0 days 17:03:20,4416.0,0 days 00:10:17,10:00,2:15 ahead of 5:05:35PM,West to High Park,2025-12-03,2,Gerrard St East  at Coxwell Ave,8206,,-2.25,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,760801,0.0,84.43333333333334,0.0
